timestamp,frame,track_id,class,line,direction
2026-03-15T17:42:25.462585,33,20,vehicle,EAST GATE,BtoA
2026-03-15T17:42:29.908418,49,1,vehicle,EAST GATE,BtoA
2026-03-15T17:42:59.731201,155,26,vehicle,EAST GATE,BtoA
2026-03-15T17:43:50.436566,353,22,person,EAST GATE,AtoB
2026-03-15T17:44:05.587296,413,123,vehicle,EAST GATE,AtoB
2026-03-15T17:44:12.866076,442,122,vehicle,EAST GATE,AtoB
2026-03-15T17:44:48.917762,580,160,vehicle,EAST GATE,AtoB
